transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x fileName.x species.x introns_len.x introns_num.x swap.introns_len.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y fileName.y species.y introns_len.y introns_num.y swap.introns_len.y bin coverage strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
augustus_masked-168495698-processed-gene-0.19-mRNA-1 myseq12000.fa.r112 0.99 16 7681919 2028M MD:Z:706T49G71T324G25G533G314 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 0 3052063 2028M MD:Z:314C533C25C396C49A706 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6902383 2028M MD:Z:529C1T23C83C80C35G827A102T107G232 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168496682-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7749608 885M MD:Z:531C353 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 16 3663913 885M MD:Z:149TT380C353 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6897817 885M MD:Z:270A260C353 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168500149-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 6793095 1074M MD:Z:210C606A256 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 0 3364261 1074M MD:Z:256T817 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6901843 1074M MD:Z:91G81G126T14G73G60A37G27C79T209C131C135 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168500386-processed-gene-3.12-mRNA-1 myseq3000.fa.r112 0.99 16 9290076 341M MD:Z:63G277 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 16 3215608 341M MD:Z:63G232C44 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981763 341M MD:Z:19A3C52C200C63 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168500389-processed-gene-1.44-mRNA-1 myseq3000.fa.r112 0.99 16 5194438 1476M MD:Z:72A23C77A134C2G28TC1G129C5A22C6A176A155G48G325A14G81C119T40 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 16 3287874 1476M MD:Z:72A23C77A134C2G28TC1G129C5A22C6A176A155G48G325A14G81C119T40 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6982015 1476M MD:Z:382A1052T40 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168501013-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 16 7751859 2598M MD:Z:36G295G29T228A49C235T244G105T650C31G23A32C385T10C120C12G12C31T44T8 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 0 3667427 2598M MD:Z:8A44A31G12C12G120G10A383C1G32T23C31G650A105C244A285T228A29C295C36 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981966 2598M MD:Z:243A1231C244A877 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168501015-processed-gene-0.19-mRNA-1 myseq9000.fa.r112 0.99 0 9281816 354M MD:Z:282T71 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 656202 354M MD:Z:282T71 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981991 354M MD:Z:282T71 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168501066-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9223574 813M MD:Z:480C44T127C159 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 0 3575369 813M MD:Z:480C44T127C159 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981794 813M MD:Z:813 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168501330-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 16 9300478 1599M MD:Z:1599 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 16 3288466 1599M MD:Z:1259G54T5T99G178 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981955 1599M MD:Z:10G167C160C55C82A33C11C41G8A24T219G22A1C3G110G24A92A112A185AG4T1T2C42A3C2G18C18T64A4C52 NM:i:30 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168503248-processed-gene-1.26-mRNA-1 myseq0.fa.r112 0.99 0 7107217 2304M MD:Z:464T8C899C166A436A326 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 0 3260711 2304M MD:Z:464T8C1066A763 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981890 2304M MD:Z:763T181T818T65G174A75C73T148 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168503694-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9276652 2607M MD:Z:300T47C167T2013T76 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3093163 2607M MD:Z:76A2530 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981589 2607M MD:Z:733T1438A356TT76 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168504443-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7749708 336M MD:Z:336 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3024441 336M MD:Z:336 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.2 0.99 0 1001165 336M MD:Z:166G83A85 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168504811-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7650523 384M MD:Z:33G124C84C8G131 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.2 0.99 0 4044210 384M MD:Z:131C8G84G124C33 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981858 384M MD:Z:167A57G124C33 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168504820-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7729054 1509M MD:Z:1034C41C432 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3041170 1509M MD:Z:1034C41C432 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6981715 1509M MD:Z:757G266T9C474 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168504850-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 0 2849088 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_13.iteration.1 0.99 0 3957228 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 1855887 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168505060-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 0 7657018 2052M MD:Z:2052 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 16 3052387 2052M MD:Z:2052 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981804 2052M MD:Z:27A170T170A8C167A95C80C191T89C53G359T95C176T37A6G245C10C57 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168505291-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9301468 810M MD:Z:11A3A40T45G15G691 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 0 3287757 810M MD:Z:11A3A40T45G15G691 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.3 0.99 0 6232095 810M MD:Z:102G184A2T6T1G15G68C5G79C6C7A71A36T23A56A53A33G46 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168505425-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 8946762 619M MD:Z:239C114C264 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 0 3364858 619M MD:Z:239C114C264 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981617 619M MD:Z:619 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168505494-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7598583 273M MD:Z:273 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 16 3751282 273M MD:Z:273 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981580 273M MD:Z:9A263 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168505644-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7102103 2946M MD:Z:300G226T122A317A25G944C156C543G2G190C41C69 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 0 3182684 2946M MD:Z:69G41G190C2C543G156G944C25T317T122A226C300 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6982224 2946M MD:Z:69G41G10G3A119G49A5C400A145G63G92G65T78T279A545T9C123A110A233T44A143C285T14 NM:i:22 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168506099-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 0 9298859 2429M MD:Z:382A386A137T183C242A571T49C17T229T224 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3093105 2429M MD:Z:54A26G142A247G49A571T242G183A137T769 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6982030 2429M MD:Z:36G17A26G142A247G216G404T23A1169T140 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168506903-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6702629 3345M MD:Z:3345 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 16 3011970 3345M MD:Z:3345 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6893743 3345M MD:Z:147C115G355G5A206T167C62C215G117G235T37G397A1275 NM:i:12 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168507076-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9218799 360M MD:Z:4C78C23G252 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 16 3498221 360M MD:Z:4C78C23G16T235 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 0 6914063 360M MD:Z:252C23G54T9A18 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168507534-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7093153 393M MD:Z:100T169T122 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 16 2915396 393M MD:Z:100T187C104 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6894833 393M MD:Z:220C172 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168508396-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9300357 2295M MD:Z:15G119A102A204G14A37T322G142C14C20C83C89T287A168C19A38C146C33G166T194G55A7 NM:i:21 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 16 3364584 2295M MD:Z:7T55C194A166C180G38T19G168T287A89G83G35G142C322A37T14C204T102T119C15 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981557 2295M MD:Z:7T55C194A68C174A162G456A290T61C208A113A37T137T81T73G141A6C15 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168508599-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9277058 1917M MD:Z:156T20G448T32G299T525G13T142T122T151 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 0 3288137 1917M MD:Z:156T20G448T32G364A146G313G13T142T122T151 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.3 0.99 0 6143241 1917M MD:Z:14T110G51G846A329T130G156T256T17 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168509066-processed-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 0 7734097 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 0 3750981 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6981781 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-168510192-processed-gene-0.8-mRNA-1 myseq9000.fa.r112 0.99 0 9167197 1629M MD:Z:26T590C104T906 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3093350 1629M MD:Z:669A12C96C42G188G179C7T185G48A167A26 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_5.iteration.1 0.99 16 6982116 1629M MD:Z:13T393C93G378A130G32C146C107T85G216A26 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
