transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
augustus_masked-168447325-processed-gene-0.10-mRNA-1 myseq6000.fa.r112 0.99 0 6251906 1238M MD:Z:166G334A134A151A432T16 NM:i:5 cdhit-output-4_13.iteration.1 0.99 16 3925494 1238M MD:Z:16A432T151T134T334C166 NM:i:5
augustus_masked-168447409-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 16 6748695 690M MD:Z:194C495 NM:i:1 cdhit-output-4_12.iteration.1 0.99 0 3318207 690M MD:Z:495G194 NM:i:1
augustus_masked-168448022-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7135572 2841M MD:Z:86G135A490G323A25T421G778G207C368 NM:i:8 cdhit-output-4_10.iteration.1 0.99 16 2915071 2841M MD:Z:368G207C778C421A25T323C490T135C86 NM:i:8
augustus_masked-168448083-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 16 7726717 2754M MD:Z:225T50A398A276C46A66T64G35G77A81A55G384T43C120GA169G34G30C488G13A80 NM:i:20 cdhit-output-4_18.iteration.1 0.99 0 3751326 2754M MD:Z:20A2A37C29A427G63G65C66T99A124G43A401AT412G675T50A83A116G24 NM:i:18
augustus_masked-168449167-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 6711996 1695M MD:Z:1180C16A74C387T34 NM:i:4 cdhit-output-4_13.iteration.1 0.99 16 3958137 1695M MD:Z:1586T85G22 NM:i:2
augustus_masked-168449478-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 16 9297524 2304M MD:Z:224G279A533G432C54C81T17C62G209G101T302 NM:i:10 cdhit-output-4_10.iteration.1 0.99 0 2915554 2304M MD:Z:312G91C290A81G487C533T279C52C90G41T38 NM:i:10
augustus_masked-168449673-processed-gene-3.7-mRNA-1 myseq12000.fa.r112 0.99 0 7704502 870M MD:Z:50T704A98A15 NM:i:3 cdhit-output-4_18.iteration.1 0.99 0 3751011 870M MD:Z:50T819 NM:i:1
augustus_masked-168449905-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7748789 501M MD:Z:124T376 NM:i:1 cdhit-output-4_18.iteration.1 0.99 0 3751049 501M MD:Z:376A124 NM:i:1
augustus_masked-168450074-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6750207 585M MD:Z:129A5G21C279A147 NM:i:4 cdhit-output-4_13.iteration.1 0.99 16 3958037 585M MD:Z:129A5G21C279A147 NM:i:4
augustus_masked-168452559-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 9132955 1197M MD:Z:324C90C356G5A411C6 NM:i:5 cdhit-output-4_10.iteration.1 0.99 16 2914882 1197M MD:Z:6G411T5C356G90G324 NM:i:5
augustus_masked-168452571-processed-gene-0.15-mRNA-1 myseq9000.fa.r112 0.99 0 9133214 939M MD:Z:365C16T144G146A20A55T15T31GA2G116C18 NM:i:11 cdhit-output-4_15.iteration.1 0.99 16 3552104 939M MD:Z:18G116C2TC31A15A55T20T146C144A16G365 NM:i:11
augustus_masked-168452640-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 0 739090 225M MD:Z:225 NM:i:0 cdhit-output-4_16.iteration.1 0.99 16 3093067 225M MD:Z:225 NM:i:0
augustus_masked-168453061-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 9299872 2259M MD:Z:44A106A2C77G26T7A163C140A125T32G152T252A400A238G253A227 NM:i:15 cdhit-output-4_9.iteration.1 0.99 16 3260917 2259M MD:Z:227T253C238T362A22C14T252A152C32A125T359C57G2T60C4T9T30T44 NM:i:17
augustus_masked-168454032-processed-gene-0.8-mRNA-1 myseq0.fa.r112 0.99 16 7164881 1560M MD:Z:461C84G361T51C59A491T47 NM:i:6 cdhit-output-4_9.iteration.1 0.99 16 3184893 1560M MD:Z:461C84G361T51C59A539 NM:i:5
augustus_masked-168455062-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 0 7747896 2346M MD:Z:212A653C299T1138G1G38 NM:i:5 cdhit-output-4_16.iteration.1 0.99 16 3092460 2346M MD:Z:38C1C1138A299G653T212 NM:i:5
augustus_masked-168455891-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7715466 2253M MD:Z:623A711T193C723 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3668533 2253M MD:Z:1404T848 NM:i:1
augustus_masked-168456130-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 0 9132862 2196M MD:Z:33A85G72G79T44A63A412T17G31C14G70A61A22A21T137G54G220T6C121C131A223G259 NM:i:21 cdhit-output-4_16.iteration.1 0.99 16 3029763 2196M MD:Z:259C223T131G121G6A220C54C137A21T22T61T70C14G31C17A412T63T44A79C72C85T33 NM:i:21
augustus_masked-168456677-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 6848843 2643M MD:Z:471G176A176C263A98T302A355T559C32G1T12G187 NM:i:11 cdhit-output-4_14.iteration.1 0.99 16 3011870 2643M MD:Z:471G176A176C239A23A757T456T137T12G187 NM:i:9
augustus_masked-168458013-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9300456 945M MD:Z:945 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3288385 945M MD:Z:945 NM:i:0
augustus_masked-168458829-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7141959 174M MD:Z:21G152 NM:i:1 cdhit-output-4_8.iteration.5 0.99 16 3297530 174M MD:Z:21G152 NM:i:1
augustus_masked-168464524-processed-gene-0.3-mRNA-1 myseq0.fa.r112 0.99 16 7022802 664M MD:Z:664 NM:i:0 cdhit-output-4_8.iteration.1 0.99 0 4465112 664M MD:Z:55A355A252 NM:i:2
augustus_masked-168464690-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 7708457 1605M MD:Z:74C181T648T434A152G111 NM:i:5 cdhit-output-4_16.iteration.1 0.99 0 3092529 1605M MD:Z:74C181T648T434A152G111 NM:i:5
augustus_masked-168465968-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 4637253 2226M MD:Z:1583C244C383G13 NM:i:3 cdhit-output-4_8.iteration.1 0.99 0 4540122 2226M MD:Z:1583C244C383G13 NM:i:3
augustus_masked-168467036-processed-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 16 9297536 2166M MD:Z:282T14C1040A219T88T260A19T56AT179 NM:i:9 cdhit-output-4_11.iteration.1 0.99 0 3288261 2166M MD:Z:257T347C1262G14A282 NM:i:4
augustus_masked-168468795-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9301855 528M MD:Z:217C310 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3287595 528M MD:Z:310G217 NM:i:1
augustus_masked-168469727-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7748370 2301M MD:Z:50G207G656G824T70T46T49G29G57C4A111C112G13T60 NM:i:13 cdhit-output-4_13.iteration.3 0.99 16 4700326 2301M MD:Z:50G207G321G334G944A65G11G57C4A224G13T60 NM:i:11
augustus_masked-168470343-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 0 6743991 471M MD:Z:471 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3921910 471M MD:Z:471 NM:i:0
augustus_masked-168470676-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 0 7160081 189M MD:Z:63A52C72 NM:i:2 cdhit-output-4_9.iteration.1 0.99 16 1200684 189M MD:Z:189 NM:i:0
augustus_masked-168471689-processed-gene-0.28-mRNA-1 myseq9000.fa.r112 0.99 0 9280591 2001M MD:Z:285C105G1609 NM:i:2 cdhit-output-4_15.iteration.1 0.99 16 3575909 2001M MD:Z:1609C105G285 NM:i:2
augustus_masked-168473015-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6749136 654M MD:Z:83G142A263T163 NM:i:3 cdhit-output-4_14.iteration.1 0.99 16 3012035 654M MD:Z:163A263T142C83 NM:i:3
augustus_masked-168473761-processed-gene-0.5-mRNA-1 myseq0.fa.r112 0.99 0 7070487 1521M MD:Z:536G479A146T245T111 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3260554 1521M MD:Z:111A245A92T53T479C536 NM:i:5
augustus_masked-168475445-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7641685 345M MD:Z:42C80T72G148 NM:i:3 cdhit-output-4_19.iteration.3 0.99 16 1976491 345M MD:Z:42C80T72G148 NM:i:3
augustus_masked-168475934-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7748245 480M MD:Z:417A28G33 NM:i:2 cdhit-output-4_16.iteration.1 0.99 16 3093383 480M MD:Z:417A28G33 NM:i:2
augustus_masked-168477037-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9298436 1017M MD:Z:415G601 NM:i:1 cdhit-output-4_10.iteration.1 0.99 0 2915484 1017M MD:Z:32C8G373G601 NM:i:3
augustus_masked-168477257-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9141508 2460M MD:Z:339CG390T27G1124A238A336 NM:i:6 cdhit-output-4_10.iteration.1 0.99 16 2914964 2460M MD:Z:339CG390T27G1124A575 NM:i:5
augustus_masked-168477412-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9137263 1716M MD:Z:115T317C97T351A471C16A20G322 NM:i:7 cdhit-output-4_11.iteration.1 0.99 16 3288116 1716M MD:Z:115T317C97T196C8A617C16A20G322 NM:i:8
augustus_masked-168477985-processed-gene-0.12-mRNA-1 myseq12000.fa.r112 0.99 16 7701136 908M MD:Z:274G221G353A57 NM:i:3 cdhit-output-4_18.iteration.1 0.99 0 3751403 908M MD:Z:57T353C221C274 NM:i:3
augustus_masked-168478641-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9298841 1320M MD:Z:423A896 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3287860 1320M MD:Z:141A754T423 NM:i:2
augustus_masked-168479143-processed-gene-0.9-mRNA-1 myseq0.fa.r112 0.99 16 7042539 303M MD:Z:143C113C45 NM:i:2 cdhit-output-4_9.iteration.2 0.99 0 438060 303M MD:Z:45G113G143 NM:i:2
augustus_masked-168480452-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7129493 1686M MD:Z:1686 NM:i:0 cdhit-output-4_10.iteration.1 0.99 0 2915488 1686M MD:Z:296A1389 NM:i:1
augustus_masked-168480452-processed-gene-0.4-mRNA-1 myseq9000.fa.r112 0.99 0 9130275 387M MD:Z:203T183 NM:i:1 cdhit-output-4_15.iteration.1 0.99 0 3575346 387M MD:Z:59C143T183 NM:i:2
augustus_masked-168480493-processed-gene-0.9-mRNA-1 myseq6000.fa.r112 0.99 0 6712234 303M MD:Z:195A107 NM:i:1 cdhit-output-4_13.iteration.4 0.99 16 2297116 303M MD:Z:107T195 NM:i:1
augustus_masked-168480669-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9203338 2508M MD:Z:782A135A877A138T307A264 NM:i:5 cdhit-output-4_16.iteration.1 0.99 16 3022164 2508M MD:Z:264T307A1016T135T782 NM:i:4
augustus_masked-168481022-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 1261354 522M MD:Z:221C247G52 NM:i:2 cdhit-output-4_17.iteration.1 0.99 16 2990125 522M MD:Z:52C247G221 NM:i:2
augustus_masked-168481144-processed-gene-0.6-mRNA-1 myseq6000.fa.r112 0.99 0 6713674 2679M MD:Z:74C687C72T17T346C1478 NM:i:5 cdhit-output-4_14.iteration.1 0.99 0 3012359 2679M MD:Z:74C1125N106N174N739T456 NM:i:5
augustus_masked-168481779-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9236752 3384M MD:Z:159G713C233T44G353A196T134T419A181A371A138G35A98G297 NM:i:13 cdhit-output-4_11.iteration.1 0.99 0 3215332 3384M MD:Z:297C98T35C138T553T419A134A196T353C44A1107 NM:i:10
augustus_masked-168481841-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9139052 513M MD:Z:61A265G185 NM:i:2 cdhit-output-4_11.iteration.1 0.99 16 3287713 513M MD:Z:185C265T61 NM:i:2
augustus_masked-168481841-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9139052 405M MD:Z:98G89T210G5 NM:i:3 cdhit-output-4_11.iteration.1 0.99 16 3287713 405M MD:Z:5C210A89C98 NM:i:3
augustus_masked-168481919-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6799674 1035M MD:Z:397T219C133T2C5A3T10GG258 NM:i:8 cdhit-output-4_14.iteration.1 0.99 16 3011837 1035M MD:Z:258CC10A3T5G2A133G219A397 NM:i:8
augustus_masked-168481982-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9219254 502M MD:Z:18C28T43A19C7A9T33T5T18G18C30T33T47T32T148 NM:i:14 cdhit-output-4_9.iteration.1 0.99 16 3187022 502M MD:Z:502 NM:i:0
augustus_masked-168482715-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7166374 1239M MD:Z:154G13A88T549C139C50T1C238 NM:i:7 cdhit-output-4_9.iteration.1 0.99 0 3259999 1239M MD:Z:43T3G109C80G1A50G689A88T13C154 NM:i:9
augustus_masked-168482899-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9178460 300M MD:Z:300 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 304378 300M MD:Z:300 NM:i:0
augustus_masked-168482983-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 3722135 2100M MD:Z:671T284C31C16G71A190T182A143T10T8A49G291G46A95 NM:i:13 cdhit-output-4_13.iteration.1 0.99 16 3870622 2100M MD:Z:671T284C31C16G71A190T182A143T10T8A49G47C243G46A95 NM:i:14
augustus_masked-168483488-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7622967 3174M MD:Z:118A16G167G462T1116C1290 NM:i:5 cdhit-output-4_17.iteration.1 0.99 0 3051581 3174M MD:Z:1081G1325A462C184T118 NM:i:4
augustus_masked-168483500-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7594964 2382M MD:Z:36G574T3T155C277C16C39C165A40C169C177T59C104G6A50G77A21C67A276G52 NM:i:19 cdhit-output-4_18.iteration.1 0.99 0 3669310 2382M MD:Z:52C276T67G21T77C50T6C104G59A177G169G40T165G39G16G277G155A3A298G275C36 NM:i:20
augustus_masked-168483963-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 0 6757929 1548M MD:Z:36C2T73C588A456C388 NM:i:5 cdhit-output-4_14.iteration.1 0.99 0 2941756 1548M MD:Z:36C2T73C588A456C388 NM:i:5
augustus_masked-168484104-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7732054 2103M MD:Z:132G199T47G279T305A356G755A23 NM:i:7 cdhit-output-4_18.iteration.1 0.99 0 3712580 2103M MD:Z:132G199T47G279T305A356G755A23 NM:i:7
augustus_masked-168485055-processed-gene-0.1-mRNA-1 myseq15000.fa.r112 0.99 16 7156487 2688M MD:Z:90C66G104T382T533A738G448C197C5A116 NM:i:9 cdhit-output-4_18.iteration.1 0.99 16 3664594 2688M MD:Z:157G104T382T533A738G616G35A116 NM:i:7
augustus_masked-168485076-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7657544 1113M MD:Z:410A298G46T125G230 NM:i:4 cdhit-output-4_17.iteration.1 0.99 16 3051733 1113M MD:Z:230C125A46C298T410 NM:i:4
augustus_masked-168485250-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 9231329 2156M MD:Z:4A148G132G36A37G766G7G291A30A33C254G393C13 NM:i:12 cdhit-output-4_10.iteration.1 0.99 0 2850046 2156M MD:Z:13G393C254G33T30T291C7C766C37T36C132C148T4 NM:i:12
augustus_masked-168485355-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9136827 486M MD:Z:292C193 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3224529 486M MD:Z:292C193 NM:i:1
augustus_masked-168485968-processed-gene-0.4-mRNA-1 myseq9000.fa.r112 0.99 0 9181155 2226M MD:Z:28T35T127A30C1206A795 NM:i:5 cdhit-output-4_15.iteration.1 0.99 0 3495780 2226M MD:Z:28T35T127A30C349C169G686A795 NM:i:7
augustus_masked-168486158-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 0 7165076 315M MD:Z:315 NM:i:0 cdhit-output-4_9.iteration.3 0.99 0 3588080 315M MD:Z:315 NM:i:0
augustus_masked-168487527-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7622672 879M MD:Z:27A80T27G49A52C143T26CTTT129T6T50T21T102TA89A4A27G3C24 NM:i:20 cdhit-output-4_18.iteration.3 0.99 0 4738325 879M MD:Z:27A80T27G49A52C143T26CTTT129T6T50T21T102TA89A4A27G3C24 NM:i:20
augustus_masked-168487968-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7026844 1491M MD:Z:816C79C186G407 NM:i:3 cdhit-output-4_10.iteration.1 0.99 16 2900287 1491M MD:Z:896C186G407 NM:i:2
augustus_masked-168488775-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9206727 465M MD:Z:68C338A57 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3215103 465M MD:Z:407A57 NM:i:1
augustus_masked-168488821-processed-gene-2.10-mRNA-1 myseq9000.fa.r112 0.99 16 9289683 759M MD:Z:759 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3575406 759M MD:Z:759 NM:i:0
augustus_masked-168489373-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9195863 1653M MD:Z:208G691C53G542G155 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3260602 1653M MD:Z:208G691C53G152A389G155 NM:i:5
augustus_masked-168490618-processed-gene-0.39-mRNA-1 myseq3000.fa.r112 0.99 0 9299490 1995M MD:Z:581C486C926 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3246537 1995M MD:Z:581C486C926 NM:i:2
augustus_masked-168490652-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7722594 417M MD:Z:187G204C24 NM:i:2 cdhit-output-4_18.iteration.1 0.99 16 3750921 417M MD:Z:187G84CG118C24 NM:i:4
augustus_masked-168491198-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7166328 474M MD:Z:266C129C72T4 NM:i:3 cdhit-output-4_8.iteration.1 0.99 0 4458437 474M MD:Z:4A72G129G29T236 NM:i:4
augustus_masked-168491991-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7732469 333M MD:Z:229T4T98 NM:i:2 cdhit-output-4_17.iteration.1 0.99 16 2985940 333M MD:Z:229T4T98 NM:i:2
augustus_masked-168492420-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7647686 2106M MD:Z:311T60T168T4A575G85G93G33G28A191C92A37T130C61G211A12 NM:i:15 cdhit-output-4_17.iteration.1 0.99 16 3052373 2106M MD:Z:311T60T168T4A575G85G93G33G28A191C92A37T130C61G211A12 NM:i:15
augustus_masked-168493682-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7070085 1626M MD:Z:73T25G192G15C396G162A16C740 NM:i:7 cdhit-output-4_9.iteration.1 0.99 16 3260823 1626M MD:Z:73T25G192G15C396G162A16C740 NM:i:7
augustus_masked-168494137-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9245141 1146M MD:Z:135T12CT6A73T36T32A141C27C338T125A210 NM:i:11 cdhit-output-4_16.iteration.1 0.99 0 3093489 1146M MD:Z:148C47A70T202C338T125A210 NM:i:6
augustus_masked-168494764-processed-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 0 9301344 2163M MD:Z:738A58C8G77T305T362C434T174 NM:i:7 cdhit-output-4_16.iteration.1 0.99 0 3093445 2163M MD:Z:738A58C8G77T305T362C434T174 NM:i:7
augustus_masked-168494899-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7107422 918M MD:Z:152G56A198G509 NM:i:3 cdhit-output-4_9.iteration.1 0.99 16 3260503 918M MD:Z:509C198T56C152 NM:i:3
augustus_masked-168495698-processed-gene-0.19-mRNA-1 myseq12000.fa.r112 0.99 16 7681919 2028M MD:Z:706T49G71T324G25G533G314 NM:i:6 cdhit-output-4_17.iteration.1 0.99 0 3052063 2028M MD:Z:314C533C25C396C49A706 NM:i:5
augustus_masked-168496177-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 16 6754048 1810M MD:Z:170T210G32C29G931A399C33 NM:i:6 cdhit-output-4_14.iteration.1 0.99 0 2939662 1810M MD:Z:172T166A769A255C29G32C210A170 NM:i:7
augustus_masked-168496532-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 16 9262362 1434M MD:Z:1434 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3287857 1434M MD:Z:1434 NM:i:0
augustus_masked-168496682-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7749608 885M MD:Z:531C353 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3663913 885M MD:Z:149TT380C353 NM:i:3
augustus_masked-168496814-processed-gene-0.14-mRNA-1 myseq9000.fa.r112 0.99 16 9179762 1170M MD:Z:1170 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3576015 1170M MD:Z:1170 NM:i:0
augustus_masked-168499159-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7072513 861M MD:Z:486A374 NM:i:1 cdhit-output-4_10.iteration.1 0.99 0 2915262 861M MD:Z:374T486 NM:i:1
augustus_masked-168499567-processed-gene-0.6-mRNA-1 myseq0.fa.r112 0.99 0 7056325 570M MD:Z:116G19G43A11C97A74A29C164C5T3 NM:i:9 cdhit-output-4_8.iteration.1 0.99 16 4472858 570M MD:Z:3A5G164G29T74T97G11T43C19C116 NM:i:9
augustus_masked-168500149-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 6793095 1074M MD:Z:210C606A256 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3364261 1074M MD:Z:256T817 NM:i:1
augustus_masked-168500386-processed-gene-3.12-mRNA-1 myseq3000.fa.r112 0.99 16 9290076 341M MD:Z:63G277 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3215608 341M MD:Z:63G232C44 NM:i:2
augustus_masked-168500389-processed-gene-1.44-mRNA-1 myseq3000.fa.r112 0.99 16 5194438 1476M MD:Z:72A23C77A134C2G28TC1G129C5A22C6A176A155G48G325A14G81C119T40 NM:i:19 cdhit-output-4_11.iteration.1 0.99 16 3287874 1476M MD:Z:72A23C77A134C2G28TC1G129C5A22C6A176A155G48G325A14G81C119T40 NM:i:19
augustus_masked-168501013-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 16 7751859 2598M MD:Z:36G295G29T228A49C235T244G105T650C31G23A32C385T10C120C12G12C31T44T8 NM:i:19 cdhit-output-4_18.iteration.1 0.99 0 3667427 2598M MD:Z:8A44A31G12C12G120G10A383C1G32T23C31G650A105C244A285T228A29C295C36 NM:i:19
augustus_masked-168501015-processed-gene-0.19-mRNA-1 myseq9000.fa.r112 0.99 0 9281816 354M MD:Z:282T71 NM:i:1 cdhit-output-4_16.iteration.1 0.99 0 656202 354M MD:Z:282T71 NM:i:1
augustus_masked-168501066-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9223574 813M MD:Z:480C44T127C159 NM:i:3 cdhit-output-4_15.iteration.1 0.99 0 3575369 813M MD:Z:480C44T127C159 NM:i:3
augustus_masked-168501330-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 16 9300478 1599M MD:Z:1599 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3288466 1599M MD:Z:1259G54T5T99G178 NM:i:4
augustus_masked-168503248-processed-gene-1.26-mRNA-1 myseq0.fa.r112 0.99 0 7107217 2304M MD:Z:464T8C899C166A436A326 NM:i:5 cdhit-output-4_9.iteration.1 0.99 0 3260711 2304M MD:Z:464T8C1066A763 NM:i:3
augustus_masked-168503694-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9276652 2607M MD:Z:300T47C167T2013T76 NM:i:4 cdhit-output-4_16.iteration.1 0.99 0 3093163 2607M MD:Z:76A2530 NM:i:1
augustus_masked-168503832-processed-gene-0.15-mRNA-1 myseq3000.fa.r112 0.99 0 9291177 315M MD:Z:7T20C65C65C14T25A2T69C40 NM:i:8 cdhit-output-4_11.iteration.1 0.99 0 530984 315M MD:Z:28CA33A13A80T1C30A19A62C1A38 NM:i:10
augustus_masked-168504443-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7749708 336M MD:Z:336 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3024441 336M MD:Z:336 NM:i:0
augustus_masked-168504811-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7650523 384M MD:Z:33G124C84C8G131 NM:i:4 cdhit-output-4_16.iteration.2 0.99 0 4044210 384M MD:Z:131C8G84G124C33 NM:i:4
augustus_masked-168504820-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7729054 1509M MD:Z:1034C41C432 NM:i:2 cdhit-output-4_16.iteration.1 0.99 0 3041170 1509M MD:Z:1034C41C432 NM:i:2
augustus_masked-168504850-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 0 2849088 309M MD:Z:309 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3957228 309M MD:Z:309 NM:i:0
augustus_masked-168505060-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 0 7657018 2052M MD:Z:2052 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052387 2052M MD:Z:2052 NM:i:0
augustus_masked-168505291-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9301468 810M MD:Z:11A3A40T45G15G691 NM:i:5 cdhit-output-4_11.iteration.1 0.99 0 3287757 810M MD:Z:11A3A40T45G15G691 NM:i:5
augustus_masked-168505425-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 8946762 619M MD:Z:239C114C264 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3364858 619M MD:Z:239C114C264 NM:i:2
augustus_masked-168505426-processed-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 16 9299341 1551M MD:Z:129T467G953 NM:i:2 cdhit-output-4_11.iteration.1 0.99 16 3288402 1551M MD:Z:129T902A68T88G360 NM:i:4
augustus_masked-168505494-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7598583 273M MD:Z:273 NM:i:0 cdhit-output-4_18.iteration.1 0.99 16 3751282 273M MD:Z:273 NM:i:0
augustus_masked-168505644-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7102103 2946M MD:Z:300G226T122A317A25G944C156C543G2G190C41C69 NM:i:11 cdhit-output-4_9.iteration.1 0.99 0 3182684 2946M MD:Z:69G41G190C2C543G156G944C25T317T122A226C300 NM:i:11
augustus_masked-168506099-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 0 9298859 2429M MD:Z:382A386A137T183C242A571T49C17T229T224 NM:i:9 cdhit-output-4_16.iteration.1 0.99 16 3093105 2429M MD:Z:54A26G142A247G49A571T242G183A137T769 NM:i:9
